1.2353744944714775e-11 [[(-43.9226850672482, 19.11260646275801, -10, 10), 8.237447998202434, 1.98, (19.02152335800308, -48.96375143411294, -10, 10), -35.52481813358013], [(19.02152335800308, -48.96375143411294, -10, 10), 5.543015234173239, 1.98, (30.234235854994694, -22.9000071982122, -10, 10), -26.80404656907287], [(1e-05, 10, 0, -10, 10), 1.69, [-100, 100]]]
5.596106179705957e-11 [[(-26.66658464355347, -49.158844413558874, -10, 10), 7.357653946188191, 1.98, (-25.25035716089047, 14.393584827703998, -10, 10), -12.638803380720784], [(-25.25035716089047, 14.393584827703998, -10, 10), 9.188021332123116, 1.98, (9.887518002228912, -16.663753073065003, -10, 10), -34.9930763947585], [(1e-05, 10, 0, -10, 10), 1.69, [-100, 100]]]
1.0656461264834289e-10 [[(-45.53133998560489, 34.7310931033907, -10, 10), 0.5150549862968427, 1.98, (-37.464829105868716, 19.641687598764435, -10, 10), -4.57085878565127], [(-37.464829105868716, 19.641687598764435, -10, 10), 9.754914924853857, 1.98, (42.89098994622166, 26.34429097017256, -10, 10), -33.826348019928055], [(1e-05, 10, 0, -10, 10), 1.69, [-100, 100]]]
3.0287208746449876e-10 [[(16.85834965789844, 49.99352455579774, -10, 10), 3.5177615436769147, 1.98, (-21.911676215185384, 12.521111829150444, -10, 10), -2.488034110443784], [(-21.911676215185384, 12.521111829150444, -10, 10), 9.68667220994706, 1.98, (10.357658228567445, -27.81776523107027, -10, 10), -34.194480011438166], [(1e-05, 10, 0, -10, 10), 1.69, [-100, 100]]]
1.4986138352387867e-09 [[(-14.94512963985043, -10.993033694214372, -10, 10), 7.867859055219373, 1.98, (-47.61220186684867, 36.1480482178589, -10, 10), -23.493113162100645], [(-47.61220186684867, 36.1480482178589, -10, 10), 6.303905113356905, 1.98, (47.90876066780177, -25.03026384162045, -10, 10), -31.517636978700732], [(1e-05, 10, 0, -10, 10), 1.69, [-100, 100]]]
5.013150819126764e-09 [[(-22.956932060737024, -12.314530230553355, -10, 10), 9.356800636803289, 1.98, (-6.024993424816072, -34.38313610290072, -10, 10), -34.046387258939504], [(-6.024993424816072, -34.38313610290072, -10, 10), 5.41464021734954, 1.98, (10.159607186504992, -32.45017687632477, -10, 10), -23.527575699527908], [(1e-05, 10, 0, -10, 10), 1.69, [-100, 100]]]
5.484576408652635e-09 [[(-23.57248306283476, 12.62278723634217, -10, 10), 8.080744237110519, 1.98, (-38.41528292180606, 40.361772425339225, -10, 10), -35.63618860250121], [(-38.41528292180606, 40.361772425339225, -10, 10), 3.9403459463942414, 1.98, (36.866020438777234, 42.65234283209137, -10, 10), -20.02613358372677], [(1e-05, 10, 0, -10, 10), 1.69, [-100, 100]]]
5.904351268749965e-09 [[(24.854946073957684, 35.52173589916462, -10, 10), 3.1400990971863045, 1.98, (-49.95481314006825, -18.3359578432882, -10, 10), -8.106274816323507], [(-49.95481314006825, -18.3359578432882, -10, 10), 9.922545126147902, 1.98, (27.007504822829244, 34.86187136718794, -10, 10), -33.92277546404925], [(1e-05, 10, 0, -10, 10), 1.69, [-100, 100]]]
6.957448369670443e-09 [[(-30.87173164827557, 17.74550828420113, -10, 10), 9.456410428341167, 1.98, (-33.988643268428135, 23.49168608812926, -10, 10), -13.649511731378766], [(-33.988643268428135, 23.49168608812926, -10, 10), 8.962372904573902, 1.98, (21.857807677675602, 17.312158725848505, -10, 10), -35.17160372266219], [(1e-05, 10, 0, -10, 10), 1.69, [-100, 100]]]
2.464033273938285e-08 [[(44.81572188594135, 44.28979802940183, -10, 10), 1.467797342109029, 1.98, (-42.750831238094676, 22.809946809700666, -10, 10), -2.311610142096769], [(-42.750831238094676, 22.809946809700666, -10, 10), 8.398802684542158, 1.98, (43.75356076207784, -23.924415428562185, -10, 10), -32.15100861123875], [(1e-05, 10, 0, -10, 10), 1.69, [-100, 100]]]
9.041678627189028e-12 [[(-41.851287816284376, 19.360898922958715, -10, 10), 7.535479725256222, 1.98, (43.057434249841094, 40.094249166641006, -10, 10), -39.63515966189108], [(43.057434249841094, 40.094249166641006, -10, 10), 9.525352410998895, 1.98, (48.944925607196765, 48.958249997517086, -10, 10), -5.487684421578997], [(1e-05, 10, 0, -10, 10), 1.69, [-100, 100]]]
1.0878030418839467e-11 [[(-37.7240634472327, 16.903640770056306, -10, 10), 9.216179437016791, 1.98, (-25.471741593808026, 15.837802874652496, -10, 10), -23.756391056742512], [(-25.471741593808026, 15.837802874652496, -10, 10), 7.0719777373568125, 1.98, (29.635940654969705, -37.43207642750923, -10, 10), -33.52148244716448], [(1e-05, 10, 0, -10, 10), 1.69, [-100, 100]]]
1.1390964682879617e-11 [[(-42.74447615860236, 18.721058426920955, -10, 10), 9.928774273698599, 1.98, (28.637478123207107, 32.96484926057285, -10, 10), -39.772529845132134], [(28.637478123207107, 32.96484926057285, -10, 10), 2.5648386036894193, 1.98, (19.263654967287657, 41.55344531029406, -10, 10), -15.023069274698951], [(1e-05, 10, 0, -10, 10), 1.69, [-100, 100]]]
1.1482043796254193e-11 [[(-27.119360627530508, 15.006161745711232, -10, 10), 8.679520969521663, 1.98, (41.30663043395103, -46.28964007989924, -10, 10), -39.13617233399263], [(41.30663043395103, -46.28964007989924, -10, 10), 2.727907743026982, 1.98, (-36.91221546010037, 48.0160890753433, -10, 10), -22.06848402514746], [(1e-05, 10, 0, -10, 10), 1.69, [-100, 100]]]
1.1754427624601397e-11 [[(-32.404274284775084, -15.507962599946357, -10, 10), 8.875402498412923, 1.98, (16.885867955228907, -38.73630452016095, -10, 10), -36.31273819044829], [(16.885867955228907, -38.73630452016095, -10, 10), 2.2836911658946213, 1.98, (24.794735881698692, -29.51591449435462, -10, 10), -15.061952985210654], [(1e-05, 10, 0, -10, 10), 1.69, [-100, 100]]]
7.547519678136148e-11 [[(-42.221225441387766, 24.946764002627575, -10, 10), 7.862420000734507, 1.98, (20.92045116036777, -34.47591604053787, -10, 10), -31.29980837574051], [(20.92045116036777, -34.47591604053787, -10, 10), 5.0997212885088485, 1.98, (22.26351404814514, 16.247937901253206, -10, 10), -38.162435166122336], [(1e-05, 10, 0, -10, 10), 1.69, [-100, 100]]]
1.2560793993788806e-10 [[(-33.35152852834001, 17.741416417995126, -10, 10), 8.863007722014899, 1.98, (14.65091720498648, 39.62254009571697, -10, 10), -38.84379198356295], [(14.65091720498648, 39.62254009571697, -10, 10), 0.5814155028538049, 1.98, (46.65768655799907, 47.84658534487236, -10, 10), -32.2224262904929], [(1e-05, 10, 0, -10, 10), 1.69, [-100, 100]]]
3.8628743917458623e-10 [[(-41.6286201373536, -16.77763718383033, -10, 10), 6.982734791232366, 1.98, (-32.09580286952711, 21.530654605998034, -10, 10), -22.49376985415104], [(-32.09580286952711, 21.530654605998034, -10, 10), 9.624454378142257, 1.98, (18.881344279477254, -34.83781797324122, -10, 10), -37.492710276279254], [(1e-05, 10, 0, -10, 10), 1.69, [-100, 100]]]
5.121274170794621e-10 [[(-46.89897469230222, -16.815433117584767, -10, 10), 8.224717008933709, 1.98, (-8.992725648400057, 19.72512833378721, -10, 10), -38.16977472857751], [(-8.992725648400057, 19.72512833378721, -10, 10), 2.8187023611712956, 1.98, (1.331227047205441, 24.860790313242898, -10, 10), -25.83041941602807], [(1e-05, 10, 0, -10, 10), 1.69, [-100, 100]]]
5.455742167691033e-10 [[(-14.183416963652117, -17.203690432684727, -10, 10), 3.227062083031668, 1.98, (-19.611755496245365, -38.47285979078442, -10, 10), -8.67304589526514], [(-19.611755496245365, -38.47285979078442, -10, 10), 6.2931739624428085, 1.98, (37.83476030311286, 19.329360940721052, -10, 10), -39.74117112982956], [(1e-05, 10, 0, -10, 10), 1.69, [-100, 100]]]
6.397511705502319e-10 [[(-24.23673360533144, 33.56044908631274, -10, 10), 7.903974027770798, 1.98, (32.87778858355141, 18.147060382566103, -10, 10), -39.87742740629134], [(32.87778858355141, 18.147060382566103, -10, 10), 0.7522967297175036, 1.98, (31.038318259157126, 19.54695676594308, -10, 10), -11.077777509680274], [(1e-05, 10, 0, -10, 10), 1.69, [-100, 100]]]
7.144950161908256e-10 [[(-17.61785831563396, 28.302154575137816, -10, 10), 7.011000784846314, 1.98, (-36.82406761072312, 18.628169624418376, -10, 10), -19.329429643360072], [(-36.82406761072312, 18.628169624418376, -10, 10), 9.078206794885368, 1.98, (42.51920423789065, 30.00574061815604, -10, 10), -34.82261788840159], [(1e-05, 10, 0, -10, 10), 1.69, [-100, 100]]]
7.23091778666375e-10 [[(-37.99557830317909, 16.057971739272936, -10, 10), 9.561226377583353, 1.98, (-23.9233832606384, 36.75828345053744, -10, 10), -38.34055259810891], [(-23.9233832606384, 36.75828345053744, -10, 10), 0.7157588703001695, 1.98, (-13.104043167563006, 27.116966420359713, -10, 10), -28.806510383218043], [(1e-05, 10, 0, -10, 10), 1.69, [-100, 100]]]
1.5149377535822178e-09 [[(-26.58066676619244, 16.131311468543142, -10, 10), 8.785398027463533, 1.98, (9.528604593084678, 29.124676103006852, -10, 10), -39.90633685766113], [(9.528604593084678, 29.124676103006852, -10, 10), 1.600019806152184, 1.98, (1.306149431442838, 24.474168287468345, -10, 10), -6.89231778185059], [(1e-05, 10, 0, -10, 10), 1.69, [-100, 100]]]
1.8823334829748987e-09 [[(-28.404047825309885, -44.31519436630723, -10, 10), 8.127049564280169, 1.98, (-19.697695009784844, 12.707455126266465, -10, 10), -15.727794787429373], [(-19.697695009784844, 12.707455126266465, -10, 10), 8.74947891825951, 1.98, (26.313289090156246, 42.73873250264312, -10, 10), -35.48397741121282], [(1e-05, 10, 0, -10, 10), 1.69, [-100, 100]]]
2.1221665129174427e-09 [[(-25.53462424704158, 16.83547838512177, -10, 10), 8.722143714861781, 1.98, (7.491995185443678, 11.793720310977418, -10, 10), -37.456258407580926], [(7.491995185443678, 11.793720310977418, -10, 10), 0.956193170501877, 1.98, (-0.8896353240831822, 26.409911420302546, -10, 10), -21.807307486451354], [(1e-05, 10, 0, -10, 10), 1.69, [-100, 100]]]
2.5140151225513275e-09 [[(-25.614197201135347, -28.04810878113261, -10, 10), 1.2577752161322988, 1.98, (-29.028432904400102, 20.219418861944394, -10, 10), -26.879109800285562], [(-29.028432904400102, 20.219418861944394, -10, 10), 9.640091189941238, 1.98, (41.4793710075718, 24.467884947330088, -10, 10), -36.81412909834945], [(1e-05, 10, 0, -10, 10), 1.69, [-100, 100]]]
3.1973169207935526e-09 [[(-40.18791156398138, 16.79403159952093, -10, 10), 9.363845696683432, 1.98, (-8.00824502577071, -34.87154844445354, -10, 10), -35.83106099076314], [(-8.00824502577071, -34.87154844445354, -10, 10), 0.48473678979326057, 1.98, (-14.326287678246763, -23.616930572225293, -10, 10), -3.2601393255773194], [(1e-05, 10, 0, -10, 10), 1.69, [-100, 100]]]
3.3268605199335225e-09 [[(-37.495462328853826, -18.95957624187895, -10, 10), 9.518922149759536, 1.98, (25.42041574722649, -27.149045837114816, -10, 10), -35.48828494618681], [(25.42041574722649, -27.149045837114816, -10, 10), 7.406058735454823, 1.98, (40.42937016563543, -27.513181550292522, -10, 10), -7.84878122230921], [(1e-05, 10, 0, -10, 10), 1.69, [-100, 100]]]
4.037919550898212e-09 [[(31.663623220180636, 48.59371496022512, -10, 10), 1.7959357772305529, 1.98, (-25.572385681443865, 13.796435940283757, -10, 10), -9.023965872514312], [(-25.572385681443865, 13.796435940283757, -10, 10), 9.253342662606292, 1.98, (-6.644487683387911, 38.27651829465599, -10, 10), -38.14828653941119], [(1e-05, 10, 0, -10, 10), 1.69, [-100, 100]]]
