0.632199839359897 [[(-19.236646120614587, 23.30334070475718, -10, 10), 6.726269407632834, 1.98, (-18.507457160998175, -28.603647672731512, -10, 10), -30.38351985770642], [(29.929295221520704, 35.133897665588364, -10, 10), 7.203425706753441, 1.98, (26.76087967192674, -26.504298559519224, -10, 10), -39.85812146751636], [(-10.371630849039349, 40.02462493322669, -10, 10), 4.502913616237585, 1.98, (23.829556151864907, 44.00219042134436, -10, 10), -20.929466733129527], [(1e-05, 10, 0, -10, 10), 1.69, [-100, 100]]]
0.9134432551532978 [[(3.1008037928901833, 21.024099017737207, -10, 10), 0.9532577594903646, 1.98, (2.3899773734495144, 24.42445719919437, -10, 10), -18.658126065058795], [(30.382275310654638, -31.931036022778446, -10, 10), 1.723520076396381, 1.98, (0.8715518066843786, -49.86518882599673, -10, 10), -5.385389178423274], [(16.890953350310355, 24.535271514326595, -10, 10), 3.7278978781707095, 1.98, (-21.628882576237963, 23.449150781569507, -10, 10), -38.43838665215202], [(1e-05, 10, 0, -10, 10), 1.69, [-100, 100]]]
0.7411440176604638 [[(-14.64853042122285, 38.61723125915244, -10, 10), 0.3094216909994363, 1.98, (-23.1033208365806, -46.862950944412574, -10, 10), -34.31495897468865], [(-16.72124432868919, -22.24151042763105, -10, 10), 1.70528076326117, 1.98, (-17.241697666869904, 19.404680804794804, -10, 10), -23.735949941085277], [(35.10153752525497, -36.93142730983997, -10, 10), 0.9997178234034343, 1.98, (-4.009180838660786, -12.957128774355041, -10, 10), -11.144801826960453], [(1e-05, 10, 0, -10, 10), 1.69, [-100, 100]]]
0.9092075806581427 [[(-5.897363445685089, 42.80327868778898, -10, 10), 5.359938596046083, 1.98, (39.28265889361069, 36.22213659825751, -10, 10), -7.820812449834561], [(36.60584574902307, -15.329686951018239, -10, 10), 6.585692088348544, 1.98, (-39.89161429801852, 20.209251735525726, -10, 10), -36.239844651094174], [(1.6540965116280337, 17.061464993877294, -10, 10), 2.6810111146309845, 1.98, (12.58593568232943, 24.746287153731483, -10, 10), -18.842161646781875], [(1e-05, 10, 0, -10, 10), 1.69, [-100, 100]]]
0.9473383648714465 [[(29.84039572348146, 37.0716373104787, -10, 10), 1.9146492441089369, 1.98, (7.9153628271730785, 20.46513370221138, -10, 10), -17.35387301117045], [(18.503094342645156, -33.381787913597904, -10, 10), 9.636444008721327, 1.98, (-1.5045899370279114, 19.814662896212376, -10, 10), -37.07011666401068], [(31.071238548833634, 27.8736711661584, -10, 10), 3.648682376725614, 1.98, (31.653720713138444, -32.36355586040355, -10, 10), -26.252883411118912], [(1e-05, 10, 0, -10, 10), 1.69, [-100, 100]]]
0.0044706423011040075 [[(-42.86444817643063, -31.273437427514406, -10, 10), 8.0958038180887, 1.98, (45.02130043983358, -27.281821020407804, -10, 10), -36.241831341747144], [(-1.5117533572244435, -46.5658355383732, -10, 10), 3.703176721196537, 1.98, (45.17197399001096, -44.492353591840214, -10, 10), -21.639829604273444], [(-48.50046220043194, 29.604099945281202, -10, 10), 8.769180369622646, 1.98, (44.83453434333916, 27.672548592176284, -10, 10), -10.605173998609763], [(1e-05, 10, 0, -10, 10), 1.69, [-100, 100]]]
0.011026894529071653 [[(-15.928707739520542, -11.074272962826281, -10, 10), 8.718645376866085, 1.98, (-25.714071743992772, -47.62926733394147, -10, 10), -5.524557427276987], [(-40.7923074012038, -47.96339927453263, -10, 10), 5.595999078850524, 1.98, (-14.91727718183251, 41.37006947024721, -10, 10), -19.617516349590282], [(-15.496678019535814, -14.180500337110002, -10, 10), 9.308816185609668, 1.98, (39.07789450742764, -29.58119628149354, -10, 10), -37.64599065711805], [(1e-05, 10, 0, -10, 10), 1.69, [-100, 100]]]
0.0415245848618983 [[(-40.53271236012551, -19.36648701477838, -10, 10), 9.985996833360309, 1.98, (3.5950333509589316, -25.49005940176, -10, 10), -39.90818516780656], [(-19.252867224372206, -27.90946856927802, -10, 10), 2.68451768815529, 1.98, (35.67152909481213, -42.88285331304474, -10, 10), -12.639430809680395], [(14.084064416096542, -47.07032954194674, -10, 10), 6.115361530884995, 1.98, (9.7180003017311, 19.298051802307015, -10, 10), -21.218048558916202], [(1e-05, 10, 0, -10, 10), 1.69, [-100, 100]]]
0.10152691593740899 [[(16.588696745440778, 14.58301342131908, -10, 10), 1.132724105510019, 1.98, (24.61508835103401, -19.42834139324827, -10, 10), -30.985452124465017], [(-17.376441571640523, 40.088729104800294, -10, 10), 5.935508813202794, 1.98, (34.762482893462675, -22.190462887034666, -10, 10), -39.92564068536017], [(-39.37870007612976, -18.25119773115953, -10, 10), 7.599833977989738, 1.98, (-41.042597740850596, -27.078703257667314, -10, 10), -12.532246343028048], [(1e-05, 10, 0, -10, 10), 1.69, [-100, 100]]]
0.11263413451911218 [[(-10.330376956556808, -38.45176570575405, -10, 10), 9.775999371172542, 1.98, (36.633372214796246, -18.273834867538042, -10, 10), -31.661721066782167], [(-16.80625580008187, -23.876015546392328, -10, 10), 3.929833361709516, 1.98, (-8.632983127191574, 46.511733543146896, -10, 10), -21.073449258834607], [(34.21289146559706, -33.26470045838563, -10, 10), 3.328311952150167, 1.98, (13.371955466989949, 46.75605985147925, -10, 10), -9.559580597996424], [(1e-05, 10, 0, -10, 10), 1.69, [-100, 100]]]
0.12914953760618741 [[(2.9934509356127847, -43.47374488319865, -10, 10), 5.873151185268963, 1.98, (23.241203456522975, 16.632640017901, -10, 10), -34.0735519305597], [(23.531392182993947, -18.79598759023986, -10, 10), 7.985547869464251, 1.98, (20.092292696662874, -46.3818976541858, -10, 10), -7.825468715442296], [(-31.201237612633914, -43.76663828253077, -10, 10), 2.0178068965344864, 1.98, (32.064948716609976, -38.58821851537672, -10, 10), -25.742296710494227], [(1e-05, 10, 0, -10, 10), 1.69, [-100, 100]]]
0.13623498491632177 [[(-22.0805774424658, 37.95788549689897, -10, 10), 2.9594322399570716, 1.98, (16.776247123813558, -26.812880870148838, -10, 10), -3.004274517470819], [(-13.894883767536259, 26.318160522120593, -10, 10), 9.232245268261972, 1.98, (6.797409320684833, -11.986072486038458, -10, 10), -39.854114278035844], [(-35.62681188327701, -34.64162664210484, -10, 10), 7.728805735036614, 1.98, (9.05943266002951, 25.107384595442582, -10, 10), -16.390054520179582], [(1e-05, 10, 0, -10, 10), 1.69, [-100, 100]]]
0.1754908927302623 [[(-32.84935035194457, -17.411958793030458, -10, 10), 7.970381392200858, 1.98, (8.648193785110248, 20.172992504412836, -10, 10), -37.58821545759866], [(38.17850640647266, -13.265133658778938, -10, 10), 1.6701576688243924, 1.98, (37.6823018724965, 25.612044552806303, -10, 10), -15.018722581803218], [(-44.63181558352565, -42.03166828243611, -10, 10), 2.2233492418001677, 1.98, (-22.039023736062568, -38.52520870653535, -10, 10), -9.899942758292669], [(1e-05, 10, 0, -10, 10), 1.69, [-100, 100]]]
0.3216808445183427 [[(15.139988116058166, -34.61354209025666, -10, 10), 9.215348837580864, 1.98, (12.275978337738458, -11.705270503721387, -10, 10), -32.824970130848506], [(-1.3722762490065876, -12.83948696449536, -10, 10), 0.79190855405181, 1.98, (-4.219853994760925, 47.98824073618205, -10, 10), -2.634331675827773], [(0.17201575005769687, -39.02955616538998, -10, 10), 4.767789080701855, 1.98, (4.4143138215657185, 39.52759954688183, -10, 10), -18.161032802487412], [(1e-05, 10, 0, -10, 10), 1.69, [-100, 100]]]
